90 3
165 2
598 0
776 4
943 1
1148 0
1233 1
1269 1
1296 4
1734 3
1895 1
2030 1
2220 2
2295 4
2303 3
2365 1
2376 4
2453 2
2631 6
2639 1
2676 3
2682 3
2700 0
2762 2
2790 4
2873 5
2914 6
2955 3
2956 4
3008 3
3013 3
3048 4
3082 2
3084 0
3087 5
3112 4
3139 6
3176 2
3183 2
3213 2
3216 8
3238 3
3240 3
3242 5
3243 5
3303 5
3319 7
3353 4
3354 2
3385 0
3387 3
3395 1
3398 2
3419 0
3478 3
3485 3
3493 5
3499 4
3504 3
3510 3
3537 4
3558 2
3567 0
3637 1
3640 2
3642 1
3650 1
3655 2
3663 4
3696 1
3697 1
3716 3
3720 3
3732 3
3738 3
3743 5
3745 2
3749 5
3756 3
3856 3
3900 2
3930 4
3960 6
3994 3
3996 3
4031 1
4046 4
4075 0
4222 0
4315 5
4325 2
4354 3
4379 4
4392 4
4474 3
4495 2
4513 4
4514 2
4551 8
4562 8
4629 6
4670 2
4702 2
4717 4
4727 3
4728 2
4759 1
4778 1
4779 3
4784 2
4786 2
4788 3
4803 3
4821 8
4822 4
4858 4
4877 0
4882 0
4884 1
4887 1
4888 2
4904 1
4907 0
4909 3
4910 2
4916 7
4932 3
4946 3
4974 2
4986 0
4995 1
5000 1
5004 2
5091 2
5163 3
5186 3
5280 4
5292 2
5353 6
5445 0
5638 3
5706 2
5721 6
5722 5
5770 4
5776 3
5864 1
5885 3
5981 3
6116 3
6121 2
6263 0
6339 3
6359 2
6631 3
6698 3
6758 2
6759 2
6780 4
6802 0
6897 1
6909 1
6916 1
6942 2
6997 4
7025 2
7061 2
7071 1
7438 0
7447 4
7476 2
7489 2
7508 4
7569 6
7622 3
7627 4
7638 4
7731 4
7789 2
7798 1
7896 0
7903 0
7907 6
7934 4
7947 3
7956 2
7959 0
7963 3
7983 1
8029 0
8048 4
8069 2
8107 3
8232 4
8404 1
8405 2
8435 4
8452 3
8489 3
8691 5
8772 5
8802 2
8881 6
8884 6
8890 2
9023 3
9096 0
9110 11
9139 4
9150 3
9168 4
9200 3
9215 3
9241 5
9242 2
9287 4
9332 2
9334 3
9362 2
9368 3
9407 4
9421 3
9439 2
9442 5
9468 1
9516 3
9599 2
9605 2
9611 1
9678 2
9688 4
9737 3
9915 3
9997 3
10023 3
10036 0
10038 3
10041 6
10110 2
10127 2
10353 1
10429 3
10447 1
10642 1
10790 0
11230 0
11449 0
11515 2
11714 4
11750 0
11901 4
12194 2
12257 3
13614 2
13759 0
13769 1
13792 0
15334 2
15335 3
15336 1
15337 0
15338 0
15342 3
15343 0
15344 0
15345 3
15346 3
15347 0
15348 0
15349 0
15350 0
15351 3
15352 2
15353 2
15354 0
15355 0
15356 0
15357 0
15360 0
15361 0
15362 0
15363 2
15364 0
15365 1
15366 0
15367 1
15368 0
15371 3
15372 2
15373 2
15374 2
15375 2
15376 0
15377 0
15378 0
15379 0
15380 3
15382 1
15383 1
15384 1
15385 2
15386 3
15387 2
15388 1
15389 1
15390 3
15391 3
15392 2
15393 2
15394 2
15395 2
15396 2
15397 2
15398 2
15399 1
15400 1
15401 3
15402 1
15403 2
15404 0
15405 2
15406 1
15407 1
15408 1
15409 1
15410 1
15411 2
15412 0
15413 2
15414 3
15415 4
15416 4
15417 4
15418 4
15419 4
15420 1
15421 1
15422 3
15423 2
15424 2
15425 1
15426 1
15427 0
15428 0
15429 0
15430 5
15431 8
15432 8
15433 8
15434 8
15435 5
15436 5
15437 5
15439 5
15440 0
15441 1
15442 1
15444 1
15446 1
15447 1
15448 4
15449 3
15450 3
15451 3
15452 3
15453 3
15454 3
15455 3
15456 3
15457 3
15459 3
15460 3
15461 3
15463 4
15464 5
15465 3
15466 3
15467 3
15468 3
15469 3
15470 4
15471 3
15472 4
15473 3
15474 4
15475 3
15476 3
15477 3
15478 3
15479 3
15480 3
15481 3
15482 4
15483 3
15484 4
15485 3
15486 3
15487 3
15488 3
15489 3
15490 3
15491 3
15492 3
15493 7
15494 7
15495 3
15496 3
15497 3
15498 4
15499 4
15500 4
15501 3
15502 4
15503 3
15504 3
15505 4
15506 3
15507 3
15508 3
15509 4
15510 4
15511 4
15512 3
15513 3
15514 3
15515 4
15516 5
15517 3
15518 4
15519 7
15520 4
15521 3
15522 3
15523 3
15524 3
15525 3
15527 3
15528 3
15529 3
15530 3
15531 3
15532 3
15533 3
15534 3
15535 3
15536 3
15537 4
15538 3
15539 3
15540 4
15541 3
15542 4
15543 3
15544 1
15545 1
15546 1
15547 1
15548 1
15550 1
15551 1
15552 2
15553 1
15554 2
15555 1
15556 2
15557 1
15558 0
15559 0
15560 1
15562 0
15563 0
15564 1
15565 1
15566 1
15567 1
15569 0
15570 0
15571 0
15572 4
15573 0
15574 6
15575 7
15576 5
15577 5
15578 6
15579 7
15580 1
15581 1
15582 0
15583 0
15584 0
15586 0
15587 0
15588 0
15589 0
15590 0
15591 0
15592 0
15593 0
15594 0
15595 0
15596 1
15597 0
15598 0
15600 3
15601 0
15602 0
15603 0
15604 0
15605 3
15606 3
15607 0
15608 0
15609 0
15610 4
15611 0
15612 1
15613 0
15614 0
15615 0
15616 0
15617 4
15618 4
15619 4
15620 0
15621 1
15622 0
15623 0
15624 0
15625 3
15626 0
15627 3
15628 0
15629 0
15630 0
15631 1
15632 0
15633 3
15634 3
15635 3
15636 4
15637 3
15638 4
15639 3
15640 3
15641 3
15642 2
15643 2
15644 5
15645 3
15646 0
15647 0
15648 4
15649 4
15650 0
15651 1
15652 3
15653 1
15654 1
15655 0
15657 0
15658 0
15659 2
15660 2
15661 0
15662 0
15663 0
15664 0
15665 1
15666 1
15667 1
15668 0
15669 1
15670 0
15671 0
15672 0
15673 0
15674 0
15675 0
15676 1
15677 1
15678 1
15679 3
15681 3
15682 0
15683 0
15684 0
15685 0
15686 0
15687 0
15688 0
15689 0
15690 4
15692 8
15693 0
15694 0
15695 1
15696 2
15698 2
15699 0
15700 3
15701 1
15702 1
15703 2
15704 3
15705 0
15707 1
15708 0
15709 3
15710 0
15711 3
15712 3
15713 2
15714 1
15715 3
15716 6
15717 4
15718 2
15720 1
15721 0
15723 3
15724 0
15725 0
15726 0
15727 1
15728 0
15729 0
15730 0
15732 0
15733 1
15734 0
15735 2
15737 0
15738 8
15739 0
15740 0
15741 0
15742 2
15743 0
15744 3
15745 0
15746 0
15749 0
15750 0
15751 4
15753 0
15754 1
15755 4
15756 0
15757 0
15758 3
15759 3
15760 1
15761 1
15763 2
15764 5
15765 1
15766 2
15767 0
15768 1
15769 0
15770 0
15771 3
15772 2
15773 1
15774 3
15775 0
15776 2
15777 1
15778 0
15779 0
15781 1
15782 2
15783 1
15784 1
15785 0
15786 0
15787 4
15788 1
15789 2
15792 0
15793 1
15794 2
15795 6
15797 2
15798 0
15799 0
15801 0
15802 2
15805 0
15807 1
15808 4
15809 1
15811 0
15812 1
15815 2
15816 0
15819 3
15820 4
15821 1
15822 5
15823 3
15825 0
15826 4
15827 4
15829 0
15830 0
15831 0
15832 0
15833 0
15834 2
15835 0
15836 0
15837 0
15838 2
15840 1
15842 2
15843 0
15844 1
15845 0
15846 5
15847 1
15849 0
15850 0
15851 1
15852 12
15854 5
15855 3
15857 0
15858 0
15859 0
15860 0
15861 2
15862 0
15863 2
15864 3
15865 0
15867 1
15868 2
15870 0
15871 2
15873 1
15874 2
15876 3
15877 2
15878 6
15880 0
15881 0
15882 1
15883 6
15884 2
15885 0
15886 3
15887 0
15888 0
15890 2
15891 0
15892 0
15893 1
15894 0
15895 1
15896 3
15897 0
15899 0
15900 1
15901 1
15902 1
15903 1
15904 0
15905 0
15906 4
15907 0
15908 0
15911 2
15913 0
15914 0
15915 4
15916 0
15917 2
15918 2
15919 3
15920 4
15924 0
15925 0
15926 2
15927 2
15929 1
15930 1
15931 2
15932 5
15933 3
15934 1
15936 0
15937 2
15938 4
15939 7
15940 1
15941 1
15942 1
15943 0
15944 3
15945 1
15946 0
15947 1
15948 0
15949 1
15950 3
15951 1
15952 3
15953 1
15954 0
15955 2
15956 2
15957 1
15958 0
15960 0
15961 0
15963 0
15964 1
15966 0
15968 0
15970 0
15971 1
15972 3
15975 1
15976 2
15977 1
15978 0
15979 3
15980 0
15981 3
15982 12
15984 2
15987 0
15989 0
15992 2
15993 1
15994 4
15996 3
15997 0
15998 2
15999 1
16000 0
16001 0
16002 0
16003 1
16004 0
16005 0
16007 0
16008 1
16009 3
16010 1
16011 0
16013 2
16015 0
16016 0
16017 1
16019 0
16020 3
16021 4
16022 2
16023 0
16026 0
16027 3
16028 0
16029 1
16030 0
16031 2
16032 4
16034 0
16035 3
16036 0
16037 0
16038 0
16039 3
16040 1
16042 0
16043 0
16044 0
16046 1
16048 3
16049 3
16050 2
16051 0
16052 0
16053 1
16054 1
16055 0
16057 0
16058 1
16059 3
16060 6
16062 0
16063 7
16064 0
16065 3
16066 1
16067 1
16068 2
16069 1
16070 1
16072 1
16073 2
16074 4
16076 4
16077 1
16079 1
16080 0
16081 3
16082 3
16083 2
16084 1
16085 3
16086 4
16087 0
16089 1
16091 0
16092 2
16093 0
16094 0
16095 2
16096 4
16097 4
16098 0
16099 2
16100 1
16101 1
16104 1
16106 1
16108 0
16109 0
16110 0
16111 0
16112 2
16113 4
16114 4
16116 1
16117 2
16118 5
16119 1
16120 0
16121 4
16122 1
16123 3
16124 2
16125 0
16126 2
16128 3
16129 6
16130 2
16131 1
16132 0
16133 1
16134 0
16135 0
16136 0
16137 2
16138 0
16141 0
16142 0
16143 1
16144 0
16146 0
16147 5
16148 0
16150 1
16151 2
16152 1
16153 2
16154 0
16155 1
16157 0
16159 2
16160 0
16161 6
16162 1
16163 0
16164 1
16165 1
16166 1
16168 1
16169 1
16170 0
16171 2
16172 0
16173 0
16174 3
16175 4
16176 0
16177 2
16179 1
16180 0
16181 1
16182 0
16183 0
16184 4
16187 1
16188 0
16189 0
16190 1
16192 3
16193 1
16196 0
16197 0
16198 3
16199 0
16200 3
16204 1
16205 2
16206 0
16207 1
16208 0
16209 0
16210 1
16211 1
16213 3
16214 0
16215 0
16216 0
16217 1
16218 1
16220 2
16221 0
16222 0
16223 0
16224 1
16225 0
16226 7
16227 1
16228 0
16229 4
16230 0
16231 1
16232 0
16233 5
16234 0
16235 2
16236 0
16237 1
16238 6
16239 1
16240 0
16241 0
16243 3
16244 0
16246 0
16250 2
16251 2
16252 2
16253 0
16254 1
16255 1
16256 0
16257 1
16259 1
16260 1
16261 1
16264 3
16265 0
16266 0
16267 2
16268 0
16269 1
16270 1
16271 3
16273 0
16274 4
16275 0
16277 0
16278 0
16279 2
16281 0
16282 0
16283 0
16284 3
16285 0
16286 4
16287 3
16288 0
16289 1
16290 4
16291 0
16292 1
16294 1
16295 3
16296 2
16297 5
16298 0
16299 3
16300 1
16301 0
16302 1
16303 0
16304 12
16305 2
16307 4
16308 2
16309 1
16310 0
16311 2
16312 4
16313 1
16314 2
16315 5
16316 0
16317 5
16318 1
16319 0
16320 0
16321 0
16322 1
16323 1
16324 6
16325 4
16327 0
16329 3
16330 4
16331 1
16332 0
16333 0
16335 3
16336 2
16337 0
16338 0
16342 1
16343 1
16344 0
16345 0
16346 1
16347 0
16348 0
16349 0
16351 1
16352 1
16353 1
16354 1
16355 1
16356 4
16357 1
16358 3
16359 4
16361 2
16363 3
16364 1
16365 2
16366 3
16367 1
16368 2
16369 0
16370 1
16371 2
16372 4
16373 1
16374 2
16375 0
16377 2
16378 0
16379 12
16380 5
16382 0
16383 0
16384 2
16387 3
16388 1
16389 1
16390 4
16392 1
16393 0
16394 1
16395 2
16397 0
16398 0
16399 0
16400 3
16404 5
16405 2
16408 7
16409 1
16410 1
16411 2
16413 0
16414 0
16415 5
16418 4
16419 5
16421 0
16422 4
16423 0
16424 1
16425 6
16426 1
16427 5
16428 2
16430 5
16431 2
16432 1
16433 1
16434 2
16435 3
16436 2
16437 1
16439 0
16440 0
16441 1
16444 0
16445 2
16446 1
16449 0
16450 2
16452 0
16453 1
16454 0
16455 4
16456 0
16457 0
16458 1
16459 0
16461 0
16462 0
16463 0
16464 1
16466 4
16467 0
16468 0
16469 4
16470 5
16471 0
16472 0
16473 4
16474 5
16475 1
16477 0
16478 3
16479 3
16480 0
16481 0
16482 2
16483 3
16485 4
16486 1
16487 3
16488 0
16489 2
16490 3
16493 0
16494 1
16495 4
16496 4
16497 3
16498 1
16500 1
16501 0
16503 0
16504 1
16505 3
16506 5
16507 1
16508 0
16509 1
16510 0
16511 1
16512 5
16513 0
16514 3
16515 3
16517 1
16521 4
16522 2
16523 0
16524 4
16525 4
16526 0
16530 0
16531 5
16532 1
16533 2
16534 0
16535 1
16536 1
16537 0
16540 1
16542 0
16543 0
16544 3
16545 1
16546 2
16547 1
16548 5
